id,character
660,comic_book_guy
661,moe_szyslak
662,barney_gumble
663,homer_simpson
664,principal_skinner
665,miss_hoover
666,ralph_wiggum
667,cletus_spuckler
668,lunchlady_doris
669,lionel_hutz
670,edna_krabappel
671,brandine_spuckler
672,ralph_wiggum
673,gary_chalmers
674,gil
675,bart_simpson
676,carl_carlson
677,lionel_hutz
678,dolph_starbeam
679,lisa_simpson
680,martin_prince
681,miss_hoover
682,gary_chalmers
683,agnes_skinner
684,agnes_skinner
685,charles_montgomery_burns
686,homer_simpson
687,sideshow_bob
688,sideshow_mel
689,miss_hoover
690,principal_skinner
691,martin_prince
692,gary_chalmers
693,gary_chalmers
694,carl_carlson
695,kent_brockman
696,miss_hoover
697,principal_skinner
698,lenny_leonard
699,kearney_zzyzwicz
700,carl_carlson
701,carl_carlson
702,kearney_zzyzwicz
703,bart_simpson
704,jimbo_jones
705,lionel_hutz
706,agnes_skinner
707,abraham_grampa_simpson
708,professor_john_frink
709,mayor_quimby
710,selma_bouvier
711,cletus_spuckler
712,edna_krabappel
713,jimbo_jones
714,brandine_spuckler
715,chief_wiggum
716,duff_man
717,marge_simpson
718,edna_krabappel
719,marge_simpson
720,kearney_zzyzwicz
721,principal_skinner
722,fat_tony
723,mayor_quimby
724,gary_chalmers
725,gil
726,moe_szyslak
727,dolph_starbeam
728,apu_nahasapeemapetilon
729,principal_skinner
730,troy_mcclure
731,dolph_starbeam
732,comic_book_guy
733,marge_simpson
734,kearney_zzyzwicz
735,timothy_lovejoy
736,agnes_skinner
737,selma_bouvier
738,professor_john_frink
739,snake_jailbird
740,troy_mcclure
741,apu_nahasapeemapetilon
742,charles_montgomery_burns
743,charles_montgomery_burns
744,principal_skinner
745,troy_mcclure
746,kent_brockman
747,agnes_skinner
748,chief_wiggum
749,gary_chalmers
750,krusty_the_clown
751,miss_hoover
752,fat_tony
753,ned_flanders
754,miss_hoover
755,jimbo_jones
756,martin_prince
757,apu_nahasapeemapetilon
758,gil
759,disco_stu
760,otto_mann
761,cletus_spuckler
762,brandine_spuckler
763,patty_bouvier
764,kent_brockman
765,ralph_wiggum
766,duff_man
767,apu_nahasapeemapetilon
768,apu_nahasapeemapetilon
769,chief_wiggum
770,lisa_simpson
771,patty_bouvier
772,patty_bouvier
773,troy_mcclure
774,comic_book_guy
775,brandine_spuckler
776,professor_john_frink
777,cletus_spuckler
778,ralph_wiggum
779,lunchlady_doris
780,gary_chalmers
781,lisa_simpson
782,lionel_hutz
783,homer_simpson
784,gary_chalmers
785,otto_mann
786,groundskeeper_willie
787,homer_simpson
788,apu_nahasapeemapetilon
789,lionel_hutz
790,krusty_the_clown
791,duff_man
792,selma_bouvier
793,charles_montgomery_burns
794,lisa_simpson
795,charles_montgomery_burns
796,charles_montgomery_burns
797,krusty_the_clown
798,mayor_quimby
799,patty_bouvier
800,marge_simpson
801,mayor_quimby
802,lunchlady_doris
803,agnes_skinner
804,sideshow_mel
805,professor_john_frink
806,mayor_quimby
807,miss_hoover
808,sideshow_bob
809,chief_wiggum
810,troy_mcclure
811,abraham_grampa_simpson
812,lenny_leonard
813,charles_montgomery_burns
814,martin_prince
815,ned_flanders
816,lenny_leonard
817,gil
818,maggie_simpson
819,gil
820,carl_carlson
821,miss_hoover
822,principal_skinner
823,dolph_starbeam
824,sideshow_bob
825,barney_gumble
826,otto_mann
827,lionel_hutz
828,maggie_simpson
829,duff_man
830,brandine_spuckler
831,gary_chalmers
832,chief_wiggum
833,lunchlady_doris
834,barney_gumble
835,homer_simpson
836,selma_bouvier
837,disco_stu
838,timothy_lovejoy
839,professor_john_frink
840,sideshow_mel
841,disco_stu
842,cletus_spuckler
843,barney_gumble
844,lenny_leonard
845,duff_man
846,sideshow_mel
847,dolph_starbeam
848,groundskeeper_willie
849,lionel_hutz
850,martin_prince
851,duff_man
852,krusty_the_clown
853,disco_stu
854,maggie_simpson
855,fat_tony
856,principal_skinner
857,kearney_zzyzwicz
858,ned_flanders
859,selma_bouvier
860,kearney_zzyzwicz
861,apu_nahasapeemapetilon
862,agnes_skinner
863,martin_prince
864,timothy_lovejoy
865,abraham_grampa_simpson
866,lenny_leonard
867,mayor_quimby
868,lenny_leonard
869,duff_man
870,disco_stu
871,fat_tony
872,cletus_spuckler
873,nelson_muntz
874,dolph_starbeam
875,miss_hoover
876,homer_simpson
877,disco_stu
878,miss_hoover
879,patty_bouvier
880,groundskeeper_willie
881,lenny_leonard
882,troy_mcclure
883,timothy_lovejoy
884,abraham_grampa_simpson
885,homer_simpson
886,rainier_wolfcastle
887,kearney_zzyzwicz
888,marge_simpson
889,disco_stu
890,timothy_lovejoy
891,bart_simpson
892,abraham_grampa_simpson
893,cletus_spuckler
894,bart_simpson
895,timothy_lovejoy
896,troy_mcclure
897,groundskeeper_willie
898,comic_book_guy
899,maggie_simpson
900,lenny_leonard
901,kent_brockman
902,lenny_leonard
903,moe_szyslak
904,lenny_leonard
905,abraham_grampa_simpson
906,lionel_hutz
907,cletus_spuckler
908,nelson_muntz
909,lisa_simpson
910,abraham_grampa_simpson
911,jimbo_jones
912,milhouse_van_houten
913,carl_carlson
914,homer_simpson
915,maggie_simpson
916,ned_flanders
917,ned_flanders
918,charles_montgomery_burns
919,timothy_lovejoy
920,duff_man
921,snake_jailbird
922,krusty_the_clown
923,kearney_zzyzwicz
924,duff_man
925,maggie_simpson
926,waylon_smithers
927,lunchlady_doris
928,bart_simpson
929,martin_prince
930,sideshow_bob
931,jimbo_jones
932,mayor_quimby
933,dolph_starbeam
934,ralph_wiggum
935,krusty_the_clown
936,comic_book_guy
937,barney_gumble
938,brandine_spuckler
939,professor_john_frink
940,otto_mann
941,disco_stu
942,kearney_zzyzwicz
943,ned_flanders
944,selma_bouvier
945,duff_man
946,milhouse_van_houten
947,carl_carlson
948,disco_stu
949,marge_simpson
950,disco_stu
951,dolph_starbeam
952,groundskeeper_willie
953,carl_carlson
954,mayor_quimby
955,ralph_wiggum
956,edna_krabappel
957,otto_mann
958,kent_brockman
959,lisa_simpson
960,professor_john_frink
961,barney_gumble
962,gil
963,fat_tony
964,moe_szyslak
965,lunchlady_doris
966,apu_nahasapeemapetilon
967,jimbo_jones
968,dolph_starbeam
969,milhouse_van_houten
970,fat_tony
971,gil
972,nelson_muntz
973,moe_szyslak
974,moe_szyslak
975,kent_brockman
976,kent_brockman
977,charles_montgomery_burns
978,mayor_quimby
979,miss_hoover
980,martin_prince
981,carl_carlson
982,timothy_lovejoy
983,jimbo_jones
984,edna_krabappel
985,lenny_leonard
986,chief_wiggum
987,maggie_simpson
988,jimbo_jones
989,otto_mann
990,milhouse_van_houten
991,barney_gumble
992,dolph_starbeam
993,ned_flanders
994,lisa_simpson
995,edna_krabappel
996,sideshow_bob
997,kent_brockman
998,apu_nahasapeemapetilon
999,lunchlady_doris
1000,marge_simpson
1001,timothy_lovejoy
1002,homer_simpson
1003,troy_mcclure
1004,gil
1005,homer_simpson
1006,milhouse_van_houten
1007,timothy_lovejoy
1008,charles_montgomery_burns
1009,martin_prince
1010,marge_simpson
1011,milhouse_van_houten
1012,apu_nahasapeemapetilon
1013,groundskeeper_willie
1014,charles_montgomery_burns
1015,brandine_spuckler
1016,martin_prince
1017,agnes_skinner
1018,bart_simpson
1019,timothy_lovejoy
1020,otto_mann
1021,lunchlady_doris
1022,jimbo_jones
1023,chief_wiggum
1024,barney_gumble
1025,comic_book_guy
1026,gil
1027,gary_chalmers
1028,disco_stu
1029,snake_jailbird
1030,kearney_zzyzwicz
1031,cletus_spuckler
1032,abraham_grampa_simpson
1033,lunchlady_doris
1034,ned_flanders
1035,comic_book_guy
1036,abraham_grampa_simpson
1037,kent_brockman
1038,carl_carlson
1039,sideshow_bob
1040,cletus_spuckler
1041,dolph_starbeam
1042,kent_brockman
1043,rainier_wolfcastle
1044,apu_nahasapeemapetilon
1045,patty_bouvier
1046,selma_bouvier
1047,nelson_muntz
1048,milhouse_van_houten
1049,snake_jailbird
1050,selma_bouvier
1051,lenny_leonard
1052,maggie_simpson
1053,lisa_simpson
1054,dolph_starbeam
1055,timothy_lovejoy
1056,marge_simpson
1057,fat_tony
1058,kearney_zzyzwicz
1059,kent_brockman
1060,patty_bouvier
1061,agnes_skinner
1062,barney_gumble
1063,cletus_spuckler
1064,barney_gumble
1065,barney_gumble
1066,kent_brockman
1067,rainier_wolfcastle
1068,maggie_simpson
1069,sideshow_mel
1070,moe_szyslak
1071,chief_wiggum
1072,snake_jailbird
1073,sideshow_bob
1074,krusty_the_clown
1075,charles_montgomery_burns
1076,comic_book_guy
1077,troy_mcclure
1078,troy_mcclure
1079,edna_krabappel
1080,mayor_quimby
1081,sideshow_bob
1082,apu_nahasapeemapetilon
1083,troy_mcclure
1084,professor_john_frink
1085,gil
1086,principal_skinner
1087,carl_carlson
1088,lunchlady_doris
1089,disco_stu
1090,maggie_simpson
1091,chief_wiggum
1092,milhouse_van_houten
1093,nelson_muntz
1094,carl_carlson
1095,chief_wiggum
1096,sideshow_mel
1097,martin_prince
1098,dolph_starbeam
1099,krusty_the_clown
1100,rainier_wolfcastle
1101,abraham_grampa_simpson
1102,gary_chalmers
1103,charles_montgomery_burns
1104,patty_bouvier
1105,waylon_smithers
1106,selma_bouvier
1107,maggie_simpson
1108,patty_bouvier
1109,professor_john_frink
1110,krusty_the_clown
1111,mayor_quimby
1112,milhouse_van_houten
1113,miss_hoover
1114,patty_bouvier
1115,homer_simpson
1116,comic_book_guy
1117,lisa_simpson
1118,kearney_zzyzwicz
1119,rainier_wolfcastle
1120,rainier_wolfcastle
1121,patty_bouvier
1122,timothy_lovejoy
1123,timothy_lovejoy
1124,kent_brockman
1125,moe_szyslak
1126,troy_mcclure
1127,carl_carlson
1128,cletus_spuckler
1129,rainier_wolfcastle
1130,nelson_muntz
1131,otto_mann
1132,principal_skinner
1133,barney_gumble
1134,maggie_simpson
1135,carl_carlson
1136,agnes_skinner
1137,martin_prince
1138,lunchlady_doris
1139,miss_hoover
1140,abraham_grampa_simpson
1141,sideshow_mel
1142,miss_hoover
1143,abraham_grampa_simpson
1144,martin_prince
1145,marge_simpson
1146,miss_hoover
1147,homer_simpson
1148,sideshow_mel
1149,carl_carlson
1150,gil
1151,martin_prince
1152,selma_bouvier
1153,kearney_zzyzwicz
1154,ralph_wiggum
1155,krusty_the_clown
1156,ned_flanders
1157,gary_chalmers
1158,milhouse_van_houten
1159,cletus_spuckler
1160,fat_tony
1161,dolph_starbeam
1162,milhouse_van_houten
1163,lionel_hutz
1164,maggie_simpson
1165,lisa_simpson
1166,gary_chalmers
1167,sideshow_bob
1168,homer_simpson
1169,marge_simpson
1170,chief_wiggum
1171,groundskeeper_willie
1172,lisa_simpson
1173,krusty_the_clown
1174,milhouse_van_houten
1175,sideshow_bob
1176,martin_prince
1177,ned_flanders
1178,moe_szyslak
1179,otto_mann
1180,gary_chalmers
1181,bart_simpson
1182,edna_krabappel
1183,timothy_lovejoy
1184,brandine_spuckler
1185,martin_prince
1186,milhouse_van_houten
1187,comic_book_guy
1188,fat_tony
1189,bart_simpson
1190,gary_chalmers
1191,homer_simpson
1192,krusty_the_clown
1193,milhouse_van_houten
1194,kent_brockman
1195,sideshow_mel
1196,lionel_hutz
1197,ned_flanders
1198,bart_simpson
1199,lunchlady_doris
1200,ned_flanders
1201,krusty_the_clown
1202,maggie_simpson
1203,troy_mcclure
1204,milhouse_van_houten
1205,miss_hoover
1206,waylon_smithers
1207,professor_john_frink
1208,maggie_simpson
1209,waylon_smithers
1210,snake_jailbird
1211,gil
1212,miss_hoover
1213,selma_bouvier
1214,kearney_zzyzwicz
1215,disco_stu
1216,kearney_zzyzwicz
1217,carl_carlson
1218,marge_simpson
1219,brandine_spuckler
1220,lenny_leonard
1221,abraham_grampa_simpson
1222,ned_flanders
1223,carl_carlson
1224,ned_flanders
1225,edna_krabappel
1226,krusty_the_clown
1227,groundskeeper_willie
1228,disco_stu
1229,ned_flanders
1230,apu_nahasapeemapetilon
1231,timothy_lovejoy
1232,rainier_wolfcastle
1233,otto_mann
1234,professor_john_frink
1235,otto_mann
1236,gil
1237,timothy_lovejoy
1238,waylon_smithers
1239,homer_simpson
1240,homer_simpson
1241,gary_chalmers
1242,waylon_smithers
1243,miss_hoover
1244,agnes_skinner
1245,timothy_lovejoy
1246,maggie_simpson
1247,maggie_simpson
1248,kent_brockman
1249,lisa_simpson
1250,apu_nahasapeemapetilon
1251,dolph_starbeam
1252,gary_chalmers
1253,bart_simpson
1254,maggie_simpson
1255,patty_bouvier
1256,waylon_smithers
1257,selma_bouvier
1258,groundskeeper_willie
1259,lunchlady_doris
1260,carl_carlson
1261,sideshow_mel
1262,chief_wiggum
1263,otto_mann
1264,patty_bouvier
1265,jimbo_jones
1266,lionel_hutz
1267,lionel_hutz
1268,barney_gumble
1269,sideshow_bob
1270,lionel_hutz
1271,marge_simpson
1272,selma_bouvier
1273,agnes_skinner
1274,jimbo_jones
1275,principal_skinner
1276,cletus_spuckler
1277,brandine_spuckler
1278,miss_hoover
1279,marge_simpson
1280,groundskeeper_willie
1281,miss_hoover
1282,snake_jailbird
1283,milhouse_van_houten
1284,abraham_grampa_simpson
1285,charles_montgomery_burns
1286,ned_flanders
1287,comic_book_guy
1288,rainier_wolfcastle
1289,lunchlady_doris
1290,agnes_skinner
1291,marge_simpson
1292,selma_bouvier
1293,apu_nahasapeemapetilon
1294,sideshow_bob
1295,fat_tony
1296,professor_john_frink
1297,lenny_leonard
1298,martin_prince
1299,charles_montgomery_burns
1300,nelson_muntz
1301,marge_simpson
1302,groundskeeper_willie
1303,principal_skinner
1304,carl_carlson
1305,principal_skinner
1306,duff_man
1307,brandine_spuckler
1308,ralph_wiggum
1309,lenny_leonard
1310,comic_book_guy
1311,marge_simpson
1312,marge_simpson
1313,duff_man
1314,charles_montgomery_burns
1315,selma_bouvier
1316,disco_stu
1317,ned_flanders
1318,gary_chalmers
1319,maggie_simpson
1320,agnes_skinner
1321,martin_prince
1322,patty_bouvier
1323,bart_simpson
1324,troy_mcclure
1325,sideshow_bob
1326,milhouse_van_houten
1327,ralph_wiggum
1328,mayor_quimby
1329,professor_john_frink
1330,bart_simpson
1331,fat_tony
1332,abraham_grampa_simpson
1333,professor_john_frink
1334,abraham_grampa_simpson
1335,charles_montgomery_burns
1336,nelson_muntz
1337,kent_brockman
1338,apu_nahasapeemapetilon
1339,sideshow_mel
1340,patty_bouvier
1341,homer_simpson
1342,moe_szyslak
1343,professor_john_frink
1344,kearney_zzyzwicz
